"species","model","cv","COR","ROC","PRG"
"awt09","RF","random",0.167911209211561,0.655168589174799,0.372783049401214
"awt09","SVM","spatial",-0.0533868838036283,0.465764566696243,-0.067493502223634
"awt09","SVM","random",0.0975247116169302,0.555161194912748,0.51132715571943
"awt10","BRT","spatial",0.178201600636154,0.602323282254078,0.199052851086493
"awt10","BRT","random",0.25101808658584,0.650436645246336,0.308769078555341
"awt10","Ensemble","spatial",0.216215932801905,0.630787609161313,0.267977127517171
"awt10","Ensemble","random",0.308984265429022,0.683473389355743,0.371341035724683
"awt10","GAM","spatial",0.119362837328058,0.576866040533862,0.149067779602291
"awt10","GAM","random",0.331702462513371,0.701145163947934,0.452958721010273
"awt10","GAM-unweighted","spatial",0.128268482042815,0.59873949579832,0.19573040471625
"awt10","GAM-unweighted","random",0.31510764920605,0.684750370736532,0.405834436314011
"awt10","GLM","spatial",0.211707308149165,0.63292964244521,0.313216188597499
"awt10","GLM","random",0.240090694254741,0.636904761904764,0.304317254148306
"awt10","GLM-unweighted","spatial",0.202148492154664,0.612724501565332,0.274383007431387
"awt10","GLM-unweighted","random",0.25489645588981,0.648871313231178,0.340033527639393
"awt10","Lasso","spatial",0.210758618753395,0.635771955841159,0.297330884367315
"awt10","Lasso","random",0.278801486783824,0.670662382600101,0.404929859099953
"awt10","MARS","spatial",0.0152272210871403,0.54022491349481,-0.0086288966458097
"awt10","MARS","random",0.247063143103209,0.64979815455594,0.317373258603483
"awt10","MaxEnt","spatial",0.225362366649936,0.633053221288516,0.304733172197452
"awt10","MaxEnt","random",0.286896079036374,0.66930301532378,0.3709299521126
"awt10","MaxEnt-LQ","spatial",0.114069344124172,0.581479650683804,0.236320786927652
"awt10","MaxEnt-LQ","random",0.288294006145873,0.680013181743292,0.441691911032691
"awt10","MaxEnt-noclamp","spatial",0.146161800429031,0.589800626132806,0.169007502885694
"awt10","MaxEnt-noclamp","random",0.287217350333155,0.669467787114849,0.371007247854681
"awt10","MaxEnt-tuned","spatial",0.15817342263889,0.591365958147968,0.270726264164593
